username,cursornum,primary_id,x,y,z,polar_rad,azimuthal_rad,time
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,16
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,16
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,16
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,16
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,17
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,17
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,35
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,35
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,35
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,35
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,36
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,36
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,52
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,52
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,52
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,53
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,53
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,53
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,68
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,68
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,68
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,68
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,68
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,68
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,85
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,85
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,85
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,85
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,85
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,86
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,101
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,101
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,101
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,101
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,101
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,101
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,118
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,118
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,118
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,118
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,118
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,118
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,134
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,135
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,135
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,135
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,135
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,136
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,150
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,150
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,151
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,151
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,152
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,152
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,167
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,168
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,169
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,169
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,169
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,169
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,184
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,185
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,185
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,186
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,186
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,186
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,200
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,201
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,201
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,202
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,202
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,202
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,218
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,218
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,219
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,219
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,220
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,220
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,234
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,234
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,235
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,235
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,235
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,236
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,251
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,251
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,252
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,252
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,252
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,253
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,268
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,268
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,269
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,269
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,270
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,270
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,284
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,285
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,285
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,285
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,286
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,286
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,301
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,302
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,302
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,302
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,303
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,303
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,317
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,318
hoge,6,2,1368.3011,775.7212,-257.8345,5.435375,3.7497191,319
hoge,6,3,1124.7046,978.8307,-235.13988,2.7483406,1.0875823,319
hoge,6,4,692.8054,534.9575,-158.29085,3.1922822,0.0070594577,319
hoge,6,5,789.1486,992.9684,-205.54858,2.8020575,6.0300403,319
hoge,6,0,1472.9958,862.3678,-269.574,0.0,0.0,334
hoge,6,1,1869.0197,815.5359,-152.90836,4.8616023,2.0986319,334
