username,cursornum,primary_id,x,y,z,polar_rad,azimuthal_rad,time
hoge,21,0,181.78917,224.481,-70.096436,0.0,0.0,16
hoge,21,1,1676.5823,938.22894,-46.55934,1.9525437,4.0093145,18
hoge,21,2,727.17395,1069.0769,-277.24573,2.5719047,1.181782,18
hoge,21,3,1374.344,129.1275,-110.082565,4.151017,1.9733421,18
hoge,21,4,808.47406,45.595665,-137.71277,3.2695663,3.0772243,18
hoge,21,5,479.78473,1025.0898,-106.74344,1.5122602,2.4568722,18
hoge,21,6,489.53293,408.0053,-198.2979,6.0983534,4.846465,18
hoge,21,7,1736.1904,26.097721,-112.41644,1.2471197,4.7584863,18
hoge,21,8,1043.7911,223.58957,-8.6041565,1.2073478,4.1266785,18
hoge,21,9,1016.8025,105.2065,-59.9198,1.8394407,3.8416588,18
hoge,21,10,1080.7734,805.2789,-69.27103,2.5436828,0.018332494,20
hoge,21,11,1345.5305,991.0146,-161.47647,4.41053,5.4688315,20
hoge,21,12,1478.9326,753.6861,-223.88348,2.1543741,6.115932,20
hoge,21,13,1529.2172,27.06911,-123.29106,1.1038786,0.6833847,20
hoge,21,14,873.0347,159.49535,-41.103912,5.6036925,6.0073524,20
hoge,21,15,1070.1488,717.729,-76.863815,4.0493655,4.784576,21
hoge,21,16,305.88867,534.53827,-10.102661,4.060683,5.5196996,22
hoge,21,17,1355.9353,395.29724,-249.50394,3.591509,4.7655067,22
hoge,21,18,1571.0853,819.7092,-13.347717,4.270173,4.105241,22
hoge,21,19,706.0853,402.28467,-55.489456,5.8853564,4.2909894,22
hoge,21,20,1238.0922,741.23926,-73.43654,0.95167035,5.0974665,22
hoge,21,0,181.78917,224.481,-70.096436,0.0,0.0,33
hoge,21,1,1676.5823,938.22894,-46.55934,1.9525437,4.0093145,34
hoge,21,2,727.17395,1069.0769,-277.24573,2.5719047,1.181782,34
hoge,21,3,1374.344,129.1275,-110.082565,4.151017,1.9733421,34
hoge,21,4,808.47406,45.595665,-137.71277,3.2695663,3.0772243,36
hoge,21,5,479.78473,1025.0898,-106.74344,1.5122602,2.4568722,36
hoge,21,6,489.53293,408.0053,-198.2979,6.0983534,4.846465,36
hoge,21,7,1736.1904,26.097721,-112.41644,1.2471197,4.7584863,36
hoge,21,8,1043.7911,223.58957,-8.6041565,1.2073478,4.1266785,36
