username,cursornum,primary_id,x,y,z,polar_rad,azimuthal_rad,time
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,18
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,19
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,19
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,20
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,21
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,21
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,32
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,33
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,33
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,34
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,34
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,35
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,51
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,51
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,52
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,53
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,54
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,55
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,66
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,66
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,67
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,68
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,68
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,69
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,82
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,83
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,83
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,84
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,84
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,85
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,98
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,98
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,99
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,100
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,100
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,100
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,115
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,115
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,115
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,115
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,116
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,116
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,132
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,132
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,132
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,133
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,138
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,138
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,148
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,148
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,149
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,150
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,150
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,151
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,171
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,171
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,171
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,172
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,172
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,172
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,181
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,182
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,182
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,182
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,182
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,183
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,198
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,198
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,199
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,199
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,200
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,200
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,214
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,215
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,215
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,216
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,216
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,217
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,231
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,232
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,233
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,233
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,233
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,233
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,248
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,249
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,249
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,250
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,250
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,250
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,265
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,265
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,266
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,266
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,266
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,267
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,282
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,282
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,282
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,283
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,283
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,283
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,298
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,299
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,299
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,299
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,299
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,300
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,315
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,315
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,315
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,316
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,316
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,316
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,331
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,332
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,332
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,332
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,332
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,333
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,348
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,348
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,348
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,348
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,348
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,349
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,365
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,365
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,366
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,366
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,366
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,367
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,382
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,382
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,383
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,383
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,383
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,383
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,399
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,399
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,399
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,400
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,400
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,400
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,414
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,415
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,415
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,415
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,415
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,415
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,431
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,431
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,431
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,431
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,431
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,431
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,447
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,448
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,448
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,448
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,448
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,448
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,464
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,464
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,465
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,465
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,465
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,465
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,482
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,483
hoge,6,2,1074.5671,871.22644,-95.026505,5.266151,5.184388,483
hoge,6,3,1631.9524,790.2013,-277.92203,3.3202524,0.072081745,483
hoge,6,4,1362.0354,878.63135,-102.42708,1.6363374,6.014867,483
hoge,6,5,1851.5083,886.35693,-77.15741,1.8324764,1.2519325,484
hoge,6,0,379.1714,445.73294,-39.458282,0.0,0.0,500
hoge,6,1,1239.1155,339.8152,-31.164581,0.5201251,3.6171162,500
