username,cursornum,primary_id,x,y,z,polar_rad,azimuthal_rad,time
hoge,6,0,1537.8939,46.4282,-183.2377,0.0,0.0,17
hoge,6,1,952.3399,428.38556,-154.8372,0.3584493,3.4156075,18
hoge,6,2,1711.1418,678.87634,-95.99606,4.137816,0.64580554,18
hoge,6,3,636.40436,894.0393,-136.90913,4.080045,0.12775783,18
hoge,6,4,86.31088,969.9391,-292.4894,3.1929789,0.9935106,18
hoge,6,5,699.2063,1031.2506,-17.042969,0.04980457,0.72835255,19
hoge,6,0,1537.8939,46.4282,-183.2377,0.0,0.0,34
hoge,6,1,952.3399,428.38556,-154.8372,0.3584493,3.4156075,34
hoge,6,2,1711.1418,678.87634,-95.99606,4.137816,0.64580554,34
hoge,6,3,636.40436,894.0393,-136.90913,4.080045,0.12775783,34
hoge,6,4,86.31088,969.9391,-292.4894,3.1929789,0.9935106,35
hoge,6,5,699.2063,1031.2506,-17.042969,0.04980457,0.72835255,35
hoge,6,0,1537.8939,46.4282,-183.2377,0.0,0.0,51
hoge,6,1,952.3399,428.38556,-154.8372,0.3584493,3.4156075,51
hoge,6,2,1711.1418,678.87634,-95.99606,4.137816,0.64580554,52
hoge,6,3,636.40436,894.0393,-136.90913,4.080045,0.12775783,52
hoge,6,4,86.31088,969.9391,-292.4894,3.1929789,0.9935106,52
hoge,6,5,699.2063,1031.2506,-17.042969,0.04980457,0.72835255,52
hoge,6,0,1537.8939,46.4282,-183.2377,0.0,0.0,67
hoge,6,1,952.3399,428.38556,-154.8372,0.3584493,3.4156075,67
hoge,6,2,1711.1418,678.87634,-95.99606,4.137816,0.64580554,68
hoge,6,3,636.40436,894.0393,-136.90913,4.080045,0.12775783,68
hoge,6,4,86.31088,969.9391,-292.4894,3.1929789,0.9935106,68
hoge,6,5,699.2063,1031.2506,-17.042969,0.04980457,0.72835255,68
hoge,6,0,1537.8939,46.4282,-183.2377,0.0,0.0,85
hoge,6,1,952.3399,428.38556,-154.8372,0.3584493,3.4156075,86
hoge,6,2,1711.1418,678.87634,-95.99606,4.137816,0.64580554,86
hoge,6,3,636.40436,894.0393,-136.90913,4.080045,0.12775783,86
hoge,6,4,86.31088,969.9391,-292.4894,3.1929789,0.9935106,86
hoge,6,5,699.2063,1031.2506,-17.042969,0.04980457,0.72835255,86
hoge,6,0,1537.8939,46.4282,-183.2377,0.0,0.0,100
hoge,6,1,952.3399,428.38556,-154.8372,0.3584493,3.4156075,100
hoge,6,2,1711.1418,678.87634,-95.99606,4.137816,0.64580554,100
hoge,6,3,636.40436,894.0393,-136.90913,4.080045,0.12775783,100
hoge,6,4,86.31088,969.9391,-292.4894,3.1929789,0.9935106,100
hoge,6,5,699.2063,1031.2506,-17.042969,0.04980457,0.72835255,100
