username,cursornum,primary_id,x,y,z,polar_rad,azimuthal_rad,time
hoge,6,0,1158.2548,175.78596,-263.86096,0.0,0.0,17
hoge,6,1,1114.3226,273.92426,-260.3237,5.7334986,5.8812385,17
hoge,6,2,1862.0503,269.08185,-158.97063,3.448874,2.322316,17
hoge,6,3,70.88493,160.17802,-120.48419,1.4059111,2.6718733,18
hoge,6,4,1917.6415,487.18253,-29.418823,5.466917,6.0549855,18
hoge,6,5,1703.4904,293.97876,-83.31923,3.1250966,1.6576326,18
hoge,6,0,1158.2548,175.78596,-263.86096,0.0,0.0,33
hoge,6,1,1114.3226,273.92426,-260.3237,5.7334986,5.8812385,33
hoge,6,2,1862.0503,269.08185,-158.97063,3.448874,2.322316,34
hoge,6,3,70.88493,160.17802,-120.48419,1.4059111,2.6718733,34
hoge,6,4,1917.6415,487.18253,-29.418823,5.466917,6.0549855,34
hoge,6,5,1703.4904,293.97876,-83.31923,3.1250966,1.6576326,35
hoge,6,0,1158.2548,175.78596,-263.86096,0.0,0.0,50
hoge,6,1,1114.3226,273.92426,-260.3237,5.7334986,5.8812385,50
hoge,6,2,1862.0503,269.08185,-158.97063,3.448874,2.322316,50
hoge,6,3,70.88493,160.17802,-120.48419,1.4059111,2.6718733,51
hoge,6,4,1917.6415,487.18253,-29.418823,5.466917,6.0549855,52
hoge,6,5,1703.4904,293.97876,-83.31923,3.1250966,1.6576326,52
hoge,6,0,1158.2548,175.78596,-263.86096,0.0,0.0,67
hoge,6,1,1114.3226,273.92426,-260.3237,5.7334986,5.8812385,67
hoge,6,2,1862.0503,269.08185,-158.97063,3.448874,2.322316,67
hoge,6,3,70.88493,160.17802,-120.48419,1.4059111,2.6718733,67
hoge,6,4,1917.6415,487.18253,-29.418823,5.466917,6.0549855,68
hoge,6,5,1703.4904,293.97876,-83.31923,3.1250966,1.6576326,68
hoge,6,0,1158.2548,175.78596,-263.86096,0.0,0.0,83
hoge,6,1,1114.3226,273.92426,-260.3237,5.7334986,5.8812385,84
hoge,6,2,1862.0503,269.08185,-158.97063,3.448874,2.322316,84
hoge,6,3,70.88493,160.17802,-120.48419,1.4059111,2.6718733,84
hoge,6,4,1917.6415,487.18253,-29.418823,5.466917,6.0549855,84
hoge,6,5,1703.4904,293.97876,-83.31923,3.1250966,1.6576326,85
hoge,6,0,1158.2548,175.78596,-263.86096,0.0,0.0,100
hoge,6,1,1114.3226,273.92426,-260.3237,5.7334986,5.8812385,100
hoge,6,2,1862.0503,269.08185,-158.97063,3.448874,2.322316,100
hoge,6,3,70.88493,160.17802,-120.48419,1.4059111,2.6718733,101
hoge,6,4,1917.6415,487.18253,-29.418823,5.466917,6.0549855,101
hoge,6,5,1703.4904,293.97876,-83.31923,3.1250966,1.6576326,101
hoge,6,0,1158.2548,175.78596,-263.86096,0.0,0.0,118
hoge,6,1,1114.3226,273.92426,-260.3237,5.7334986,5.8812385,118
hoge,6,2,1862.0503,269.08185,-158.97063,3.448874,2.322316,118
hoge,6,3,70.88493,160.17802,-120.48419,1.4059111,2.6718733,118
hoge,6,4,1917.6415,487.18253,-29.418823,5.466917,6.0549855,118
hoge,6,5,1703.4904,293.97876,-83.31923,3.1250966,1.6576326,119
hoge,6,0,1158.2548,175.78596,-263.86096,0.0,0.0,133
hoge,6,1,1114.3226,273.92426,-260.3237,5.7334986,5.8812385,135
